"","bin","state","type","dis_sd","dis_var","h_sd","h_var","bin2","f","cf"
"149","H3K27me3-human_GM12878_ENCFF001SUI_449","H3K27me3","No Known Liver Disease",0.252747104078539,0.0638810986200876,0.245188708935333,0.0601175029893753,149,1.06260399124324,1.22393322372453
"150","H3K27me3-human_GM12878_ENCFF001SUI_450","H3K27me3","No Known Liver Disease",0.259194334327211,0.0671817029473258,0.265439698514877,0.0704582335476689,150,0.953496838689175,1.22393322372453
"151","H3K27me3-human_GM12878_ENCFF001SUI_453","H3K27me3","No Known Liver Disease",0.169002908742071,0.0285619831632808,0.172932144224952,0.0299055265062394,151,0.955073743888832,1.22393322372453
"152","H3K27me3-human_GM12878_ENCFF001SUI_458","H3K27me3","No Known Liver Disease",0.155346595193191,0.0241325646381171,0.17544873229372,0.0307822576634735,152,0.783976435450121,1.22393322372453
"153","H3K27me3-human_GM12878_ENCFF001SUI_461","H3K27me3","No Known Liver Disease",0.243874131503761,0.0594745920167139,0.259775138014933,0.0674831223306777,153,0.881325433125029,1.22393322372453
"154","H3K27me3-human_GM12878_ENCFF001SUI_464","H3K27me3","No Known Liver Disease",0.181140689155996,0.0328119492679093,0.269989334527059,0.0728942407583641,154,0.450130887249064,1.22393322372453
"155","H3K27me3-human_GM12878_ENCFF001SUI_474","H3K27me3","No Known Liver Disease",0.17271900950987,0.0298318562460707,0.164138827481871,0.0269415546871233,155,1.10728042952655,1.22393322372453
"156","H3K27me3-human_GM12878_ENCFF001SUI_500","H3K27me3","No Known Liver Disease",0.20503113019294,0.0420377643481942,0.230314631285558,0.0530448293842027,156,0.792495043083568,1.22393322372453
"157","H3K27me3-human_GM12878_ENCFF001SUI_540","H3K27me3","No Known Liver Disease",0.231436995171062,0.0535630827338104,0.273762536721781,0.0749459265123445,157,0.714689713322683,1.22393322372453
"158","H3K27me3-human_GM12878_ENCFF001SUI_547","H3K27me3","No Known Liver Disease",0.183916709296204,0.0338253559583443,0.16434268856536,0.027008519284891,158,1.25239579413992,1.22393322372453
"159","H3K27me3-human_GM12878_ENCFF001SUI_66","H3K27me3","No Known Liver Disease",0.162033255064252,0.0262547757467171,0.181594065358917,0.0329764045735785,159,0.796168535843142,1.22393322372453
"160","H3K27me3-human_GM12878_ENCFF001SUI_7","H3K27me3","No Known Liver Disease",0.198543493709789,0.0394195188944891,0.233766161124798,0.0546466180870252,160,0.721353311045035,1.22393322372453
